"NSS 2025 results for students registered at this provider split by mode, level and subject ",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Mode of study,Level of study,Subject level,Subject code,Subject,Question,Responses,Population,Suppression reason,Option 1,Option 2,Option 3,Option 4,Option 5,This does not apply to me,Positivity measure (%),Benchmark (%),Difference (ppt),Standard deviation,Contribution to benchmark (%),Materially below benchmark (%),Broadly in line with benchmark (%),Materially above benchmark (%),Publication response headcount,Publication response rate (%)
Full-time,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design",Q23: To what extent are students' opinions about the course valued by staff?,27,38.5,,9.5,11.5,6,0,0,0,77.8,80.2,-2.4,7.3,5,49.4,25.6,25.1,35,70.1
Full-time,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design",Q24: How clear is it that students' feedback on the course is acted on?,26.5,38.5,,3.5,14,6.5,2.5,0,0.5,66,57.2,8.8,9.6,5,12,13.6,74.4,35,70.1
Full-time,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design",Theme 7: Student voice,27,38.5,,,,,,,,75.9,74.3,1.6,8.5,5,31.4,22.9,45.8,35,70.1
Full-time,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design",Q25: How well does the students' union (association or guild) represent students' academic interests?,25,38.5,,3.5,15,6.5,0,0,2,74,69.1,4.9,9.3,5.3,21.2,18.5,60.3,35,70.1
Full-time,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design",Q26: How well communicated was information about your university/college's mental wellbeing support services?,27,38.5,,12.5,8.5,5.5,0.5,0,0,77.8,76,1.8,7.9,5,29.3,24.1,46.6,35,70.1
Full-time,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design","Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",27,38.5,,6,19,1.5,0.5,0,0,92.6,90.9,1.7,5.6,6.3,23,32.9,44,35,70.1
Full-time,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q01: How good are teaching staff at explaining things?,37,51.5,,16,21,0,0,0,0,100,95.9,4.1,3.2,5,1.9,29,69.1,47,71.8
Full-time,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q02: How often do teaching staff make the subject engaging?,36.5,51.5,,8.5,26.5,1.5,0,0,0.5,95.9,91.4,4.4,4.3,5,5.5,27.2,67.3,47,71.8
Full-time,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q03: How often is the course intellectually stimulating?,37,51.5,,18,15.5,3.5,0,0,0,90.5,93.4,-2.9,4.1,5,53.6,36.7,9.7,47,71.8
Full-time,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q04: How often does your course challenge you to achieve your best work?,37,51.5,,17,15.5,4,0.5,0,0,87.8,87.1,0.7,5.2,5,26.9,36.4,36.7,47,71.8
Full-time,All undergraduates,CAH3,CAH20-01-03,Archaeology,Theme 1: Teaching on my course,37,51.5,,,,,,,,93.6,92,1.6,4.3,5,17.1,40.9,41.9,47,71.8
Full-time,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q05: To what extent have you had the chance to explore ideas and concepts in depth? ,37,51.5,,14,17.5,5.5,0,0,0,85.1,90.3,-5.2,4.6,5,72,23.2,4.9,47,71.8
Full-time,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,37,51.5,,15,18.5,3.5,0,0,0,90.5,84.9,5.7,5.9,5,8.5,21.3,70.2,47,71.8
Full-time,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,37,51.5,,17.5,15,4.5,0,0,0,87.8,85.8,2.1,5.8,5,21.4,31.7,47,47,71.8
Full-time,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q08: To what extent does your course have the right balance of directed and independent study?,37,51.5,,12.5,21,2.5,1,0,0,90.5,75,15.6,6.8,5,0.4,2.4,97.2,47,71.8
Full-time,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,36.5,51.5,,16.5,14,6,0,0,0.5,83.6,82.1,1.4,6.4,5,26.9,29.8,43.3,47,71.8
Full-time,All undergraduates,CAH3,CAH20-01-03,Archaeology,Theme 2: Learning opportunities,37,51.5,,,,,,,,87.6,83.6,4,6,5,14.2,26.2,59.7,47,71.8
Full-time,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q10: How clear were the marking criteria used to assess your work? ,37,51.5,,11.5,16.5,9,0,0,0,75.7,74,1.7,7.2,5,28.1,26.3,45.6,47,71.8
Full-time,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q11: How fair has the marking and assessment been on your course? ,37,51.5,,11,24,2,0,0,0,94.6,85.4,9.2,5.8,5,2.1,10.1,87.8,47,71.8
Full-time,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q12: How well have assessments allowed you to demonstrate what you have learned?,37,51.5,,14.5,18,4.5,0,0,0,87.8,84.8,3,5.9,5,17.6,29.1,53.3,47,71.8
Full-time,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q13: How often have you received assessment feedback on time?,37,51.5,,16.5,14.5,5.5,0.5,0,0,83.8,82.6,1.2,7.1,5,30.1,27.3,42.6,47,71.8
Full-time,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q14: How often does feedback help you to improve your work?,37,51.5,,8,25,3,1,0,0,89.2,77.5,11.7,7,5,2.2,7.3,90.5,47,71.8
Full-time,All undergraduates,CAH3,CAH20-01-03,Archaeology,Theme 3: Assessment and feedback,37,51.5,,,,,,,,86.2,80.9,5.4,6.8,5,12.2,21.4,66.4,47,71.8
Full-time,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q15: How easy was it to contact teaching staff when you needed to?,37,51.5,,19,15,3,0,0,0,91.9,93.6,-1.7,3.8,5,41.4,45.1,13.5,47,71.8
Full-time,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q16: How well have teaching staff supported your learning?,37,51.5,,14,21.5,1.5,0,0,0,95.9,91.3,4.7,4.5,5,5.5,25.8,68.7,47,71.8
Full-time,All undergraduates,CAH3,CAH20-01-03,Archaeology,Theme 4: Academic support,37,51.5,,,,,,,,93.9,92.4,1.5,4.2,5,16.8,42.4,40.8,47,71.8
Full-time,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q17: How well organised is your course?,37,51.5,,6,31,0,0,0,0,100,80.5,19.5,5.8,5,0,0.2,99.8,47,71.8
Full-time,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q18: How well were any changes to teaching on your course communicated?,34.5,51.5,,14,18,2,0.5,0,2.5,92.8,80.1,12.6,6.3,5,0.9,4.7,94.5,47,71.8
Full-time,All undergraduates,CAH3,CAH20-01-03,Archaeology,Theme 5: Organisation and management,37,51.5,,,,,,,,96.6,80.2,16.4,6,5,0.1,0.9,99,47,71.8
Full-time,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q19: How well have the IT resources and facilities supported your learning?,35,51.5,,10,21,4,0,0,2,88.6,84.6,3.9,6,5,14,26.5,59.6,47,71.8
Full-time,All undergraduates,CAH3,CAH20-01-03,Archaeology,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",37,51.5,,20,13.5,3.5,0,0,0,90.5,92.8,-2.3,4,5,48.1,40.5,11.5,47,71.8
Full-time,All undergraduates,CAH3,CAH20-01-03,Archaeology,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",36.5,51.5,,15,21,0.5,0,0,0.5,98.6,87.9,10.7,4.9,5,0.3,4.3,95.4,47,71.8
Full-time,All undergraduates,CAH3,CAH20-01-03,Archaeology,Theme 6: Learning resources,37,51.5,,,,,,,,92.8,88.6,4.2,5,5,9,27.5,63.5,47,71.8
Full-time,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q22: To what extent do you get the right opportunities to give feedback on your course?,37,51.5,,21,14,2,0,0,0,94.6,85.5,9.1,6,5,2.6,10.9,86.5,47,71.8
Full-time,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q23: To what extent are students' opinions about the course valued by staff?,36.5,51.5,,17.5,18,1,0,0,0.5,97.3,80.3,16.9,6.2,5,0.1,0.9,99,47,71.8
Full-time,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q24: How clear is it that students' feedback on the course is acted on?,36.5,51.5,,9,20,7.5,0,0,0.5,79.5,59.2,20.2,7.9,5,0.2,1,98.8,47,71.8
Full-time,All undergraduates,CAH3,CAH20-01-03,Archaeology,Theme 7: Student voice,37,51.5,,,,,,,,90.1,75.2,14.9,7,5,0.6,3.1,96.3,47,71.8
Full-time,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q25: How well does the students' union (association or guild) represent students' academic interests?,34,51.5,,3.5,17.5,10.5,2.5,0,3,61.8,66.8,-5.1,8,5.3,62.6,20.2,17.2,47,71.8
Full-time,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q26: How well communicated was information about your university/college's mental wellbeing support services?,35.5,51.5,,11,17,5.5,2,0,1.5,78.9,78,0.9,6.7,5,30.8,28.8,40.4,47,71.8
Full-time,All undergraduates,CAH3,CAH20-01-03,Archaeology,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",37,51.5,,12,23,2,0,0,0,94.6,89.3,5.3,5,6.3,5.8,22.7,71.5,47,71.8
Full-time,All undergraduates,CAH3,CAH20-01-05,Classics,Q01: How good are teaching staff at explaining things?,54.5,82.5,,23,30.5,1,0,0,0,98.2,96.3,1.9,2.7,5,5.4,53.6,41,69,66.1
Full-time,All undergraduates,CAH3,CAH20-01-05,Classics,Q02: How often do teaching staff make the subject engaging?,54.5,82.5,,19,31,4.5,0,0,0,91.7,91.3,0.4,3.6,5,20.8,50.8,28.4,69,66.1
Full-time,All undergraduates,CAH3,CAH20-01-05,Classics,Q03: How often is the course intellectually stimulating?,54.5,82.5,,33.5,15,6,0,0,0,89,93.2,-4.2,3.5,5,68.4,28.8,2.9,69,66.1
Full-time,All undergraduates,CAH3,CAH20-01-05,Classics,Q04: How often does your course challenge you to achieve your best work?,54.5,82.5,,16,32,4.5,2,0,0,88.1,87.1,0.9,4.4,5,21.7,42.1,36.2,69,66.1
Full-time,All undergraduates,CAH3,CAH20-01-05,Classics,Theme 1: Teaching on my course,54.5,82.5,,,,,,,,91.7,92,-0.2,3.6,5,26.7,50.7,22.7,69,66.1
Full-time,All undergraduates,CAH3,CAH20-01-05,Classics,Q05: To what extent have you had the chance to explore ideas and concepts in depth? ,54.5,82.5,,29,20.5,5,0,0,0,90.8,90.6,0.2,3.9,5,24.5,47.9,27.6,69,66.1
Full-time,All undergraduates,CAH3,CAH20-01-05,Classics,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,54.5,82.5,,22,26,5.5,1,0,0,88.1,84.8,3.3,5,5,12.2,31.4,56.4,69,66.1
Full-time,All undergraduates,CAH3,CAH20-01-05,Classics,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,54.5,82.5,,28,18.5,7,1,0,0,85.3,85.3,0.1,4.9,5,30,39,31,69,66.1
Full-time,All undergraduates,CAH3,CAH20-01-05,Classics,Q08: To what extent does your course have the right balance of directed and independent study?,54.5,82.5,,17.5,25.5,10,1.5,0,0,78.9,73.9,5,5.9,5,10.1,23.5,66.4,69,66.1
Full-time,All undergraduates,CAH3,CAH20-01-05,Classics,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,54,82.5,,13,30,11,0,0,0.5,79.6,82.1,-2.5,5.4,5,49.7,32.6,17.7,69,66.1
Full-time,All undergraduates,CAH3,CAH20-01-05,Classics,Theme 2: Learning opportunities,54.5,82.5,,,,,,,,84.6,83.3,1.3,5.1,5,23,36.5,40.5,69,66.1
Full-time,All undergraduates,CAH3,CAH20-01-05,Classics,Q10: How clear were the marking criteria used to assess your work? ,54.5,82.5,,13.5,25.5,12.5,3,0,0,71.6,73.7,-2.2,6.1,5,47.9,29.9,22.2,69,66.1
Full-time,All undergraduates,CAH3,CAH20-01-05,Classics,Q11: How fair has the marking and assessment been on your course? ,54.5,82.5,,14.5,32,7,1,0,0,85.3,85.4,-0.1,4.8,5,30.9,39.7,29.4,69,66.1
Full-time,All undergraduates,CAH3,CAH20-01-05,Classics,Q12: How well have assessments allowed you to demonstrate what you have learned?,54.5,82.5,,16,33.5,3,2,0,0,90.8,84.7,6.1,4.9,5,4,19.2,76.8,69,66.1
Full-time,All undergraduates,CAH3,CAH20-01-05,Classics,Q13: How often have you received assessment feedback on time?,54.5,82.5,,6.5,15,17.5,15.5,0,0,39.4,82,-42.6,6.1,5,100,0,0,69,66.1
Full-time,All undergraduates,CAH3,CAH20-01-05,Classics,Q14: How often does feedback help you to improve your work?,53.5,82.5,,6.5,28.5,13.5,5,0,1,65.4,76,-10.6,5.9,5,91.5,7.2,1.3,69,66.1
Full-time,All undergraduates,CAH3,CAH20-01-05,Classics,Theme 3: Assessment and feedback,54.5,82.5,,,,,,,,70.6,80.3,-9.7,5.7,5,89.8,8.7,1.6,69,66.1
Full-time,All undergraduates,CAH3,CAH20-01-05,Classics,Q15: How easy was it to contact teaching staff when you needed to?,53.5,82.5,,32.5,19,1.5,0.5,0,1,96.3,93.6,2.7,3.3,5,5.6,41.9,52.5,69,66.1
Full-time,All undergraduates,CAH3,CAH20-01-05,Classics,Q16: How well have teaching staff supported your learning?,53.5,82.5,,23.5,25,4.5,0.5,0,1,90.7,91.1,-0.4,3.9,5,29.7,48,22.3,69,66.1
Full-time,All undergraduates,CAH3,CAH20-01-05,Classics,Theme 4: Academic support,53.5,82.5,,,,,,,,93.5,92.2,1.3,3.6,5,14.6,48.7,36.7,69,66.1
Full-time,All undergraduates,CAH3,CAH20-01-05,Classics,Q17: How well organised is your course?,54.5,82.5,,18,28.5,6,2,0,0,85.3,81.7,3.6,4.9,5,10.6,30.4,59,69,66.1
Full-time,All undergraduates,CAH3,CAH20-01-05,Classics,Q18: How well were any changes to teaching on your course communicated?,51,82.5,,16,26,8,1,0,3.5,82.4,80.3,2.1,5.3,5,19.4,33.7,46.9,69,66.1
Full-time,All undergraduates,CAH3,CAH20-01-05,Classics,Theme 5: Organisation and management,54.5,82.5,,,,,,,,84.4,81,3.4,5,5,11.9,30.9,57.2,69,66.1
Full-time,All undergraduates,CAH3,CAH20-01-05,Classics,Q19: How well have the IT resources and facilities supported your learning?,51,82.5,,16.5,25,8.5,1,0,3.5,81.4,85.2,-3.8,4.9,5,60.4,29.7,9.9,69,66.1
Full-time,All undergraduates,CAH3,CAH20-01-05,Classics,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",54.5,82.5,,33,17.5,4,0,0,0,92.7,93.9,-1.3,3.3,5,35.3,52.3,12.5,69,66.1
Full-time,All undergraduates,CAH3,CAH20-01-05,Classics,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",49.5,82.5,,22.5,22.5,4.5,0,0,5,90.9,88.7,2.2,4.3,5,13.8,39.1,47,69,66.1
Full-time,All undergraduates,CAH3,CAH20-01-05,Classics,Theme 6: Learning resources,54.5,82.5,,,,,,,,88.4,89.3,-0.9,4.1,5,35,44.5,20.4,69,66.1
Full-time,All undergraduates,CAH3,CAH20-01-05,Classics,Q22: To what extent do you get the right opportunities to give feedback on your course?,54.5,82.5,,20.5,22,12,0,0,0,78,85.7,-7.7,5,5,85,12.9,2.1,69,66.1
Full-time,All undergraduates,CAH3,CAH20-01-05,Classics,Q23: To what extent are students' opinions about the course valued by staff?,52.5,82.5,,18.5,25.5,8.5,0,0,2,83.8,81.2,2.6,5.3,5,16.9,32.5,50.6,69,66.1
Full-time,All undergraduates,CAH3,CAH20-01-05,Classics,Q24: How clear is it that students' feedback on the course is acted on?,51,82.5,,8.5,13.5,26,3,0,3.5,43.1,58.5,-15.4,6.9,5,97,2.6,0.5,69,66.1
Full-time,All undergraduates,CAH3,CAH20-01-05,Classics,Theme 7: Student voice,54.5,82.5,,,,,,,,69.6,75.3,-5.7,5.9,5,70.8,21.1,8.2,69,66.1
Full-time,All undergraduates,CAH3,CAH20-01-05,Classics,Q25: How well does the students' union (association or guild) represent students' academic interests?,50,82.5,,8,26,12,4,0,4.5,68,66.5,1.5,6.7,5.3,27.2,28.5,44.2,69,66.1
Full-time,All undergraduates,CAH3,CAH20-01-05,Classics,Q26: How well communicated was information about your university/college's mental wellbeing support services?,52.5,82.5,,22.5,21.5,5,3.5,0,2,83.8,77.9,5.9,5.6,5,6.7,20.6,72.6,69,66.1
Full-time,All undergraduates,CAH3,CAH20-01-05,Classics,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",54.5,82.5,,25,22.5,6,1,0,0,87.2,89.7,-2.5,4.2,6.3,50,38.1,11.9,69,66.1
Full-time,All undergraduates,CAH2,CAH20-02,Philosophy and religious studies,Q01: How good are teaching staff at explaining things?,55.4,88.5,,23.7,30.3,1.5,0,0,0,97.3,96.8,0.5,2.3,3.5,9.3,71.1,19.6,87,62.6
Full-time,All undergraduates,CAH2,CAH20-02,Philosophy and religious studies,Q02: How often do teaching staff make the subject engaging?,55.4,88.5,,18.5,29.9,7,0,0,0,87.4,88.6,-1.2,4.2,3.5,37.7,43.5,18.8,87,62.6
Full-time,All undergraduates,CAH2,CAH20-02,Philosophy and religious studies,Q03: How often is the course intellectually stimulating?,55.4,88.5,,32.1,21.1,2.2,0,0,0,96.1,93.4,2.7,2.9,3.5,3.5,43.1,53.3,87,62.6
Full-time,All undergraduates,CAH2,CAH20-02,Philosophy and religious studies,Q04: How often does your course challenge you to achieve your best work?,54.9,88.5,,21.5,25.3,5.3,2.8,0,0.5,85.2,86.1,-1,4.5,3.5,36.8,41.4,21.8,87,62.6
Full-time,All undergraduates,CAH2,CAH20-02,Philosophy and religious studies,Theme 1: Teaching on my course,55.4,88.5,,,,,,,,91.5,91.2,0.3,3.7,3.5,22.2,50.3,27.5,87,62.6
Full-time,All undergraduates,CAH2,CAH20-02,Philosophy and religious studies,Q05: To what extent have you had the chance to explore ideas and concepts in depth? ,55.4,88.5,,33.3,14.8,6.5,0.8,0,0,86.8,90.2,-3.4,4,3.5,58.7,34.3,7,87,62.6
Full-time,All undergraduates,CAH2,CAH20-02,Philosophy and religious studies,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,55.1,88.5,,15.5,30.1,8.2,1.3,0,0.3,82.8,85.4,-2.6,4.7,3.5,51.1,35.2,13.7,87,62.6
Full-time,All undergraduates,CAH2,CAH20-02,Philosophy and religious studies,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,55.4,88.5,,27.3,17.8,8.8,1.5,0,0,81.4,83.9,-2.5,4.8,3.5,49.9,35.1,15,87,62.6
Full-time,All undergraduates,CAH2,CAH20-02,Philosophy and religious studies,Q08: To what extent does your course have the right balance of directed and independent study?,55.4,88.5,,17.6,22,13.2,2.7,0,0,71.5,76.1,-4.7,5.6,3.5,65,24.9,10.2,87,62.6
Full-time,All undergraduates,CAH2,CAH20-02,Philosophy and religious studies,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,55.4,88.5,,10.5,30.1,11.8,3,0,0,73.3,79.3,-6,5.4,3.5,74.5,19.9,5.6,87,62.6
Full-time,All undergraduates,CAH2,CAH20-02,Philosophy and religious studies,Theme 2: Learning opportunities,55.4,88.5,,,,,,,,79.2,83,-3.8,5,3.5,60.3,29.3,10.4,87,62.6
Full-time,All undergraduates,CAH2,CAH20-02,Philosophy and religious studies,Q10: How clear were the marking criteria used to assess your work? ,55.4,88.5,,11.2,24.8,13.6,5.8,0,0,64.9,70.8,-5.9,6,3.5,71.8,20.3,7.9,87,62.6
Full-time,All undergraduates,CAH2,CAH20-02,Philosophy and religious studies,Q11: How fair has the marking and assessment been on your course? ,55.4,88.5,,9.5,34.5,8.8,2.7,0,0,79.3,84.6,-5.3,5,3.5,71.6,22.7,5.8,87,62.6
Full-time,All undergraduates,CAH2,CAH20-02,Philosophy and religious studies,Q12: How well have assessments allowed you to demonstrate what you have learned?,55.4,88.5,,16.8,27.8,10,0.8,0,0,80.5,82.4,-1.9,5,3.5,45.5,35.9,18.6,87,62.6
Full-time,All undergraduates,CAH2,CAH20-02,Philosophy and religious studies,Q13: How often have you received assessment feedback on time?,55.4,88.5,,14.5,26.3,7.2,7.5,0,0,73.6,82.3,-8.7,5.3,3.5,87.7,10.5,1.8,87,62.6
Full-time,All undergraduates,CAH2,CAH20-02,Philosophy and religious studies,Q14: How often does feedback help you to improve your work?,55.4,88.5,,11.8,21.3,17.6,4.7,0,0,59.8,71.8,-12,6.1,3.5,94.2,5,0.8,87,62.6
Full-time,All undergraduates,CAH2,CAH20-02,Philosophy and religious studies,Theme 3: Assessment and feedback,55.4,88.5,,,,,,,,71.6,78.4,-6.8,5.6,3.5,77.6,17.4,5,87,62.6
Full-time,All undergraduates,CAH2,CAH20-02,Philosophy and religious studies,Q15: How easy was it to contact teaching staff when you needed to?,54.4,88.5,,35.3,17,1.7,0.5,0,1,96,92.6,3.4,3,3.6,2.6,35.8,61.5,87,62.6
Full-time,All undergraduates,CAH2,CAH20-02,Philosophy and religious studies,Q16: How well have teaching staff supported your learning?,53.4,88.5,,25,25.1,3.3,0,0,2,93.8,91.1,2.6,3.5,3.5,6.8,41.4,51.7,87,62.6
Full-time,All undergraduates,CAH2,CAH20-02,Philosophy and religious studies,Theme 4: Academic support,54.4,88.5,,,,,,,,95,91.9,3.1,3.2,3.5,4.3,38.8,56.9,87,62.6
Full-time,All undergraduates,CAH2,CAH20-02,Philosophy and religious studies,Q17: How well organised is your course?,55.4,88.5,,21,25.6,6.8,2,0,0,84.1,81.3,2.8,4.8,3.5,13.6,33.7,52.8,87,62.6
Full-time,All undergraduates,CAH2,CAH20-02,Philosophy and religious studies,Q18: How well were any changes to teaching on your course communicated?,49.9,88.5,,19.8,23.3,5.5,1.3,0,5.5,86.4,81.5,4.9,5,3.6,6.9,24.6,68.5,87,62.6
Full-time,All undergraduates,CAH2,CAH20-02,Philosophy and religious studies,Theme 5: Organisation and management,55.4,88.5,,,,,,,,84.1,81.3,2.8,4.8,3.5,13.8,33.9,52.3,87,62.6
Full-time,All undergraduates,CAH2,CAH20-02,Philosophy and religious studies,Q19: How well have the IT resources and facilities supported your learning?,52.6,88.5,,20.8,27.6,3.7,0.5,0,2.8,92.1,84.3,7.8,4.3,3.6,0.8,9.8,89.5,87,62.6
Full-time,All undergraduates,CAH2,CAH20-02,Philosophy and religious studies,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",55.4,88.5,,29.6,22.6,2.2,1,0,0,94.3,92.9,1.4,3.3,3.5,11.8,51.5,36.7,87,62.6
Full-time,All undergraduates,CAH2,CAH20-02,Philosophy and religious studies,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",47.9,88.5,,21.3,23.3,1.8,1.5,0,7.5,93.1,88.8,4.2,4.1,3.5,4.8,28.6,66.6,87,62.6
Full-time,All undergraduates,CAH2,CAH20-02,Philosophy and religious studies,Theme 6: Learning resources,55.4,88.5,,,,,,,,93.3,88.8,4.5,3.8,3.5,3.1,26.6,70.3,87,62.6
Full-time,All undergraduates,CAH2,CAH20-02,Philosophy and religious studies,Q22: To what extent do you get the right opportunities to give feedback on your course?,55.4,88.5,,31.3,17.3,6,0.8,0,0,87.7,88.3,-0.6,4.1,3.5,32.5,45.3,22.2,87,62.6
Full-time,All undergraduates,CAH2,CAH20-02,Philosophy and religious studies,Q23: To what extent are students' opinions about the course valued by staff?,51.8,88.5,,18,26.1,6,1.7,0,3.7,85.2,83.9,1.3,4.8,3.5,21.5,38.1,40.5,87,62.6
Full-time,All undergraduates,CAH2,CAH20-02,Philosophy and religious studies,Q24: How clear is it that students' feedback on the course is acted on?,50.8,88.5,,10.5,21,17.1,2.2,0,4.7,62,62.2,-0.2,6.6,3.5,36.4,29.6,33.9,87,62.6
Full-time,All undergraduates,CAH2,CAH20-02,Philosophy and religious studies,Theme 7: Student voice,55.4,88.5,,,,,,,,79.3,78.4,0.9,5.3,3.5,26.1,35.8,38.1,87,62.6
Full-time,All undergraduates,CAH2,CAH20-02,Philosophy and religious studies,Q25: How well does the students' union (association or guild) represent students' academic interests?,50.9,88.5,,9.3,30,7,4.7,0,4.5,77.1,69.4,7.8,6,3.6,4.3,14.6,81.1,87,62.6
Full-time,All undergraduates,CAH2,CAH20-02,Philosophy and religious studies,Q26: How well communicated was information about your university/college's mental wellbeing support services?,53.8,88.5,,25.8,19.1,7,1.8,0,1.7,83.6,77.6,6,5.1,3.5,4.8,19.8,75.4,87,62.6
Full-time,All undergraduates,CAH2,CAH20-02,Philosophy and religious studies,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",54.6,88.5,,27.6,21.6,5,0.3,0,0.8,90.3,89.2,1.1,3.9,4.3,18,45.8,36.1,87,62.6
Full-time,All undergraduates,CAH3,CAH20-02-01,Philosophy,Q01: How good are teaching staff at explaining things?,41.4,69.5,,13.7,26.3,1.5,0,0,0,96.4,96.8,-0.4,2.6,3.5,21.6,65,13.4,74,59.6
Full-time,All undergraduates,CAH3,CAH20-02-01,Philosophy,Q02: How often do teaching staff make the subject engaging?,41.4,69.5,,10.5,23.9,7,0,0,0,83.1,88.5,-5.4,4.9,3.5,72.6,22.3,5.2,74,59.6
Full-time,All undergraduates,CAH3,CAH20-02-01,Philosophy,Q03: How often is the course intellectually stimulating?,41.4,69.5,,20.6,18.6,2.2,0,0,0,94.8,93.3,1.5,3.4,3.5,11.7,50,38.3,74,59.6
Full-time,All undergraduates,CAH3,CAH20-02-01,Philosophy,Q04: How often does your course challenge you to achieve your best work?,40.9,69.5,,12.5,20.3,5.3,2.8,0,0.5,80.1,86,-5.9,5.2,3.5,74.5,20.2,5.3,74,59.6
Full-time,All undergraduates,CAH3,CAH20-02-01,Philosophy,Theme 1: Teaching on my course,41.4,69.5,,,,,,,,88.7,91.2,-2.5,4.3,3.5,50.1,37.8,12,74,59.6
Full-time,All undergraduates,CAH3,CAH20-02-01,Philosophy,Q05: To what extent have you had the chance to explore ideas and concepts in depth? ,41.4,69.5,,21.8,12.3,6.5,0.8,0,0,82.3,89.9,-7.6,4.7,3.5,86.2,12.2,1.6,74,59.6
Full-time,All undergraduates,CAH3,CAH20-02-01,Philosophy,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,41.1,69.5,,9.5,23.1,7.2,1.3,0,0.3,79.4,85.7,-6.3,5.5,3.5,75.8,18.9,5.3,74,59.6
Full-time,All undergraduates,CAH3,CAH20-02-01,Philosophy,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,41.4,69.5,,18.3,12.8,8.8,1.5,0,0,75.1,84,-8.9,5.6,3.5,87.2,10.7,2.2,74,59.6
Full-time,All undergraduates,CAH3,CAH20-02-01,Philosophy,Q08: To what extent does your course have the right balance of directed and independent study?,41.4,69.5,,11.1,17,10.7,2.7,0,0,67.9,76.4,-8.6,6.5,3.5,82.4,13.1,4.5,74,59.6
Full-time,All undergraduates,CAH3,CAH20-02-01,Philosophy,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,41.4,69.5,,7.5,21.1,10.8,2,0,0,69.1,79.6,-10.5,6.2,3.5,90,8.1,1.9,74,59.6
Full-time,All undergraduates,CAH3,CAH20-02-01,Philosophy,Theme 2: Learning opportunities,41.4,69.5,,,,,,,,74.8,83.1,-8.3,5.9,3.5,84,12.7,3.2,74,59.6
Full-time,All undergraduates,CAH3,CAH20-02-01,Philosophy,Q10: How clear were the marking criteria used to assess your work? ,41.4,69.5,,5.7,17.3,13.6,4.8,0,0,55.4,70.9,-15.4,7,3.5,96.9,2.6,0.5,74,59.6
